x,y
-18.52,0.19
-18.47,0.21
-18.51,0.17
-18.46,0.20
-18.44,0.26
-18.39,0.23
-18.35,0.23
-18.39,0.18
-18.34,0.21
-18.28,0.20
-18.23,0.17
-18.22,0.11
-18.28,0.12
-18.29,0.06
-18.28,0.12
-18.27,0.18
-18.21,0.18
-18.19,0.24
-18.25,0.23
-18.25,0.23
-18.22,0.18
-18.27,0.22
-18.24,0.27
-18.24,0.24
-18.24,0.23
-18.28,0.23
-18.28,0.23
-18.24,0.19
-18.24,0.13
-18.19,0.09
-18.14,0.13
-18.19,0.16
-18.25,0.17
-18.19,0.20
-18.15,0.23
-18.18,0.23
-18.17,0.23
-18.18,0.17
-18.13,0.21
-18.19,0.20
-18.22,0.15
-18.16,0.16
-18.21,0.12
-18.20,0.18
-18.17,0.23
-18.17,0.23
-18.18,0.23
-18.13,0.23
-18.07,0.23
-18.09,0.23
-18.09,0.23
-18.15,0.21
-18.19,0.25
-18.19,0.23
-18.25,0.23
-18.23,0.23
-18.18,0.20
-18.24,0.20
-18.18,0.18
-18.21,0.24
-18.21,0.23
-18.16,0.23
-18.20,0.23
-18.20,0.23
-18.20,0.23
-18.14,0.22
-18.20,0.21
-18.24,0.17
-18.24,0.23
-18.29,0.19
-18.35,0.17
-18.34,0.11
-18.32,0.06
-18.37,0.04
-18.37,0.10
-18.40,0.05
-18.43,0.10
-18.42,0.16
-18.39,0.21
-18.34,0.18
-18.28,0.17
-18.29,0.23
-18.29,0.17
-18.32,0.12
-18.35,0.07
-18.29,0.07
-18.23,0.08
-18.18,0.12
-18.18,0.18
-18.15,0.23
-18.18,0.23
-18.18,0.23
-18.24,0.22
-18.27,0.17
-18.31,0.21
-18.37,0.23
-18.32,0.23
-18.38,0.23
-18.32,0.23
-18.32,0.23
-18.30,0.17
-18.28,0.12
-18.22,0.11
-18.22,0.17
-18.28,0.18
-18.30,0.12
-18.33,0.17
-18.28,0.22
-18.26,0.16
-18.26,0.22
-18.26,0.28
-18.28,0.23
-18.34,0.21
-18.39,0.18
-18.35,0.22
-18.38,0.28
-18.37,0.24
-18.38,0.23
-18.38,0.23
-18.39,0.17
-18.42,0.22
-18.42,0.22
-18.40,0.17
-18.34,0.16
-18.40,0.15
-18.37,0.10
-18.37,0.16
-18.31,0.14
-18.37,0.13
-18.43,0.13
-18.46,0.18
-18.40,0.18
-18.43,0.13
-18.48,0.16
-18.51,0.11
-18.48,0.16
-18.51,0.11
-18.53,0.17
-18.55,0.22
-18.51,0.18
-18.56,0.16
-18.58,0.21
-18.52,0.22
-18.46,0.24
-18.46,0.23
-18.51,0.23
-18.46,0.23
-18.44,0.23
-18.39,0.23
-18.45,0.23
-18.46,0.23
-18.47,0.23
-18.53,0.21
-18.59,0.21
-18.53,0.23
-18.49,0.19
-18.47,0.13
-18.52,0.11
-18.52,0.17
-18.55,0.22
-18.61,0.24
-18.60,0.23
-18.56,0.23
-18.59,0.23
-18.60,0.17
-18.64,0.22
-18.69,0.19
-18.64,0.21
-18.61,0.26
-18.57,0.24
-18.52,0.22
-18.57,0.20
-18.52,0.19
-18.57,0.16
-18.56,0.22
-18.55,0.16
-18.57,0.22
-18.62,0.26
-18.67,0.23
-18.71,0.23
-18.65,0.22
-18.65,0.22
-18.68,0.17
-18.69,0.23
-18.65,0.19
-18.69,0.23
-18.72,0.18
-18.71,0.24
-18.71,0.23
-18.74,0.23
-18.69,0.23
-18.64,0.20
-18.64,0.26
-18.59,0.24
-18.59,0.23
-18.64,0.23
-18.67,0.23
-18.67,0.23
-18.67,0.23
-18.67,0.23
-18.67,0.23
-18.69,0.23
-18.73,0.19
-18.68,0.17
-18.64,0.22
-18.59,0.18
-18.54,0.21
-18.60,0.23
-18.58,0.17
-18.53,0.14
-18.58,0.10
-18.63,0.13
-18.69,0.13
-18.70,0.19
-18.71,0.14
-18.77,0.13
-18.71,0.12
-18.76,0.15
-18.81,0.12
-18.85,0.07
-18.84,0.13
-18.86,0.07
-18.92,0.05
-18.96,0.10
-19.00,0.06
-18.99,0.00
-19.01,-0.06
-18.97,-0.02
-18.91,0.01
-18.97,0.01
-18.95,0.06
-18.90,0.10
-18.91,0.04
-18.95,0.08
-18.89,0.11
-18.88,0.16
-18.91,0.11
-18.85,0.13
-18.88,0.08
-18.89,0.14
-18.94,0.17
-18.94,0.23
-18.94,0.23
-18.90,0.23
-18.90,0.23
-18.96,0.22
-19.01,0.19
-18.96,0.22
-18.93,0.27
-18.99,0.23
-19.04,0.23
-19.10,0.23
-19.10,0.23
-19.13,0.17
-19.17,0.13
-19.17,0.19
-19.15,0.25
-19.10,0.22
-19.11,0.28
-19.15,0.24
-19.10,0.20
-19.16,0.22
-19.10,0.22
-19.15,0.19
-19.18,0.25
-19.13,0.23
-19.13,0.23
-19.12,0.23
-19.09,0.18
-19.15,0.16
-19.11,0.21
-19.12,0.27
-19.10,0.24
-19.07,0.19
-19.12,0.16
-19.18,0.14
-19.12,0.12
-19.08,0.17
-19.03,0.20
-18.97,0.20
-18.92,0.23
-18.91,0.17
-18.93,0.23
-18.92,0.17
-18.97,0.13
-18.96,0.07
-19.02,0.10
-18.96,0.11
-19.00,0.16
-19.04,0.20
-19.09,0.24
-19.13,0.19
-19.18,0.18
-19.19,0.23
-19.25,0.23
-19.30,0.21
-19.27,0.26
-19.24,0.20
-19.23,0.26
-19.23,0.24
-19.22,0.23
-19.19,0.18
-19.17,0.24
-19.12,0.21
-19.11,0.15
-19.13,0.20
-19.09,0.25
-19.13,0.23
-19.14,0.23
-19.15,0.17
-19.13,0.11
-19.19,0.11
-19.25,0.13
-19.19,0.11
-19.25,0.13
-19.31,0.14
-19.25,0.16
-19.20,0.16
-19.18,0.22
-19.24,0.21
-19.24,0.27
-19.18,0.24
-19.19,0.18
-19.17,0.23
-19.16,0.23
-19.13,0.23
-19.10,0.18
-19.07,0.23
-19.13,0.23
-19.08,0.23
-19.03,0.23
-18.99,0.23
-18.93,0.23
-18.91,0.23
-18.96,0.23
-18.94,0.23
-19.00,0.21
-18.97,0.16
-19.03,0.15
-19.04,0.21
-19.10,0.18
-19.04,0.20
-19.00,0.24
-18.94,0.21
-18.90,0.25
-18.90,0.23
-18.95,0.20
-19.01,0.22
-18.96,0.25
-18.90,0.23
-18.91,0.23
-18.89,0.23
-18.95,0.22
-18.97,0.22
-18.96,0.22
-18.99,0.22
-19.02,0.18
-19.05,0.23
-19.05,0.23
-19.10,0.23
-19.10,0.23
-19.16,0.22
-19.18,0.16
-19.12,0.14
-19.17,0.18
-19.12,0.21
-19.07,0.25
-19.06,0.23
-19.07,0.23
-19.04,0.23
-19.06,0.23
-19.06,0.23
-19.12,0.23
-19.09,0.23
-19.09,0.23
-19.11,0.23
-19.06,0.19
-19.02,0.14
-19.01,0.20
-19.07,0.21
-19.03,0.26
-19.09,0.23
-19.08,0.17
-19.02,0.16
-19.08,0.15
-19.13,0.12
-19.18,0.16
-19.12,0.14
-19.18,0.15
-19.14,0.19
-19.10,0.23
-19.14,0.23
-19.11,0.18
-19.13,0.23
-19.13,0.23
-19.13,0.23
-19.19,0.21
-19.23,0.16
-19.27,0.12
-19.21,0.10
-19.19,0.16
-19.14,0.19
-19.08,0.19
-19.13,0.21
-19.12,0.15
-19.18,0.15
-19.20,0.10
-19.25,0.13
-19.26,0.19
-19.26,0.13
-19.21,0.17
-19.20,0.23
-19.20,0.17
-19.26,0.16
-19.21,0.18
-19.18,0.12
-19.12,0.13
-19.06,0.12
-19.09,0.17
-19.11,0.11
-19.06,0.08
-19.03,0.03
-18.97,0.01
-18.95,0.07
-18.99,0.12
-18.95,0.07
-18.98,0.01
-18.97,0.07
-18.91,0.09
-18.91,0.15
-18.89,0.20
-18.90,0.26
-18.93,0.24
-18.91,0.18
-18.85,0.19
-18.81,0.23
-18.75,0.21
-18.71,0.25
-18.75,0.21
-18.74,0.16
-18.72,0.10
-18.75,0.05
-18.72,0.10
-18.70,0.05
-18.76,0.06
-18.70,0.09
-18.66,0.14
-18.72,0.14
-18.78,0.12
-18.83,0.08
-18.88,0.05
-18.93,0.02
-18.93,0.08
-18.96,0.03
-18.95,0.09
-19.01,0.07
-18.95,0.06
-18.93,0.12
-18.99,0.13
-18.95,0.18
-18.91,0.13
-18.86,0.15
-18.81,0.18
-18.77,0.23
-18.75,0.17
-18.72,0.22
-18.73,0.28
-18.73,0.24
-18.72,0.23
-18.76,0.23
-18.76,0.23
-18.78,0.17
-18.73,0.14
-18.67,0.17
-18.73,0.15
-18.68,0.18
-18.73,0.14
-18.70,0.20
-18.76,0.23
-18.75,0.23
-18.72,0.23
-18.72,0.23
-18.72,0.23
-18.66,0.23
-18.66,0.23
-18.66,0.23
-18.64,0.23
-18.69,0.23
-18.65,0.18
-18.61,0.14
-18.57,0.19
-18.62,0.21
-18.68,0.23
-18.73,0.20
-18.71,0.15
-18.73,0.20
-18.67,0.19
-18.66,0.13
-18.64,0.19
-18.58,0.20
-18.53,0.23
-18.54,0.17
-18.54,0.11
-18.55,0.05
-18.56,0.11
-18.60,0.07
-18.65,0.03
-18.62,0.08
-18.68,0.09
-18.67,0.03
-18.63,0.07
-18.68,0.10
-18.73,0.06
-18.74,0.12
-18.80,0.16
-18.74,0.12
-18.69,0.11
-18.68,0.17
-18.74,0.17
-18.80,0.19
-18.84,0.23
-18.84,0.23
-18.89,0.23
-18.88,0.17
-18.90,0.22
-18.84,0.22
-18.78,0.22
-18.80,0.16
-18.81,0.22
-18.75,0.23
-18.70,0.22
-18.72,0.27
-18.77,0.23
-18.80,0.23
-18.80,0.23
-18.80,0.17
-18.84,0.21
-18.85,0.15
-18.79,0.17
-18.78,0.23
-18.82,0.23
-18.77,0.23
-18.72,0.21
-18.77,0.18
-18.77,0.12
-18.73,0.08
-18.70,0.13
-18.75,0.10
-18.79,0.05
-18.73,0.03
-18.78,0.07
-18.74,0.11
-18.68,0.11
-18.70,0.17
-18.65,0.21
-18.63,0.26
-18.59,0.24
-18.65,0.23
-18.63,0.23
-18.57,0.23
-18.56,0.23
-18.52,0.18
-18.58,0.20
-18.57,0.26
-18.53,0.24
-18.59,0.22
-18.64,0.23
-18.70,0.21
-18.68,0.26
-18.63,0.24
-18.63,0.23
-18.65,0.23
-18.59,0.21
-18.59,0.27
-18.53,0.23
-18.53,0.23
-18.59,0.23
-18.63,0.23
-18.63,0.23
-18.63,0.17
-18.57,0.15
-18.63,0.16
-18.57,0.14
-18.62,0.18
-18.66,0.22
-18.71,0.22
-18.70,0.16
-18.64,0.15
-18.63,0.09
-18.62,0.03
-18.58,-0.02
-18.64,-0.02
-18.63,0.03
-18.58,0.06
-18.58,0.12
-18.53,0.16
-18.57,0.20
-18.63,0.21
-18.62,0.16
-18.68,0.17
-18.68,0.23
-18.71,0.23
-18.67,0.23
-18.61,0.22
-18.56,0.18
-18.54,0.13
-18.52,0.18
-18.48,0.23
-18.42,0.23
-18.38,0.23
-18.35,0.18
-18.31,0.13
-18.26,0.16
-18.28,0.22
-18.28,0.28
-18.22,0.24
-18.22,0.23
-18.25,0.23
-18.22,0.23
-18.16,0.23
-18.14,0.17
-18.08,0.18
-18.13,0.21
-18.19,0.20
-18.22,0.25
-18.22,0.23
-18.17,0.23
-18.14,0.18
-18.12,0.24
-18.12,0.23
-18.12,0.23
-18.13,0.23
-18.13,0.23
-18.08,0.23
-18.03,0.19
-18.05,0.24
-18.09,0.23
-18.07,0.23
-18.01,0.22
-17.95,0.22
-17.96,0.27
-17.96,0.24
-17.93,0.19
-17.97,0.14
-17.97,0.20
-18.02,0.22
-18.02,0.28
-18.02,0.24
-17.98,0.23
-17.98,0.23
-17.92,0.23
-17.96,0.23
-17.96,0.23
-17.91,0.19
-17.97,0.18
-18.03,0.15
-18.04,0.21
-18.01,0.16
-18.07,0.15
-18.03,0.19
-18.00,0.25
-18.04,0.20
-18.08,0.24
-18.02,0.22
-18.08,0.22
-18.12,0.22
-18.18,0.22
-18.22,0.26
-18.27,0.22
-18.25,0.16
-18.22,0.21
-18.16,0.24
-18.16,0.23
-18.19,0.23
-18.14,0.23
-18.13,0.23
-18.19,0.23
-18.19,0.23
-18.19,0.23
-18.18,0.23
-18.12,0.23
-18.18,0.23
-18.12,0.23
-18.17,0.23
-18.16,0.23
-18.16,0.23
-18.16,0.23
-18.22,0.21
-18.25,0.26
-18.25,0.24
-18.23,0.23
-18.19,0.23
-18.24,0.23
-18.29,0.19
-18.26,0.24
-18.26,0.23
-18.26,0.23
-18.24,0.23
-18.24,0.23
-18.24,0.23
-18.23,0.17
-18.26,0.22
-18.26,0.28
-18.22,0.24
-18.25,0.23
-18.30,0.21
-18.26,0.26
-18.31,0.22
-18.32,0.28
-18.29,0.24
-18.26,0.19
-18.21,0.22
-18.26,0.24
-18.26,0.23
-18.26,0.17
-18.31,0.21
-18.26,0.24
-18.25,0.23
-18.20,0.22
-18.14,0.20
-18.16,0.15
-18.15,0.21
-18.11,0.25
-18.06,0.23
-18.01,0.23
-18.01,0.23
-18.01,0.23
-17.95,0.23
-17.95,0.23
-17.91,0.23
-17.91,0.23
-17.88,0.23
-17.88,0.23
-17.87,0.23
-17.87,0.23
-17.87,0.23
-17.93,0.22
-17.95,0.16
-17.92,0.11
-17.88,0.15
-17.93,0.17
-17.97,0.22
-17.98,0.22
-17.98,0.22
-17.92,0.21
-17.88,0.26
-17.90,0.23
-17.89,0.23
-17.84,0.23
-17.81,0.23
-17.80,0.23
-17.79,0.17
-17.84,0.14
-17.82,0.08
-17.80,0.13
-17.78,0.19
-17.74,0.23
-17.76,0.18
-17.82,0.19
-17.76,0.21
-17.71,0.24
-17.65,0.26
-17.61,0.28
-17.66,0.24
-17.60,0.22
-17.59,0.28
-17.53,0.28
-17.53,0.27
-17.53,0.27
-17.47,0.27
-17.48,0.27
-17.42,0.25
-17.38,0.21
-17.35,0.26
-17.32,0.31
-17.26,0.28
-17.22,0.23
-17.16,0.24
-17.12,0.20
-17.17,0.17
-17.11,0.16
-17.05,0.14
-17.07,0.20
-17.12,0.23
-17.17,0.26
-17.11,0.28
-17.11,0.27
-17.11,0.27
-17.12,0.27
-17.08,0.23
-17.04,0.27
-16.99,0.22
-16.93,0.21
-16.88,0.18
-16.85,0.22
-16.89,0.27
-16.84,0.30
-16.79,0.27
-16.79,0.27
-16.73,0.27
-16.67,0.25
-16.64,0.30
-16.68,0.28
-16.68,0.22
-16.64,0.27
-16.67,0.27
-16.63,0.27
-16.58,0.27
-16.57,0.27
-16.54,0.27
-16.57,0.27
-16.59,0.27
-16.58,0.21
-16.63,0.19
-16.63,0.25
-16.68,0.22
-16.63,0.24
-16.64,0.30
-16.61,0.25
-16.58,0.30
-16.52,0.28
-16.48,0.28
-16.45,0.28
-16.45,0.22
-16.40,0.24
-16.35,0.28
-16.30,0.25
-16.24,0.28
-16.22,0.28
-16.16,0.28
-16.18,0.27
-16.18,0.27
-16.18,0.27
-16.12,0.25
-16.11,0.31
-16.11,0.25
-16.05,0.23
-15.99,0.25
-15.93,0.25
-15.91,0.30
-15.91,0.27
-15.85,0.25
-15.82,0.30
-15.80,0.27
-15.78,0.27
-15.79,0.27
-15.73,0.27
-15.76,0.27
-15.71,0.23
-15.67,0.28
-15.62,0.25
-15.60,0.31
-15.60,0.28
-15.56,0.24
-15.51,0.27
-15.50,0.33
-15.50,0.27
-15.46,0.31
-15.49,0.26
-15.45,0.30
-15.45,0.24
-15.42,0.29
-15.48,0.27
-15.45,0.27
-15.45,0.27
-15.45,0.27
-15.49,0.27
-15.48,0.21
-15.47,0.27
-15.47,0.27
-15.47,0.27
-15.41,0.27
-15.41,0.27
-15.41,0.27
-15.35,0.25
-15.29,0.26
-15.28,0.32
-15.27,0.28
-15.21,0.28
-15.16,0.24
-15.13,0.29
-15.18,0.27
-15.18,0.27
-15.18,0.27
-15.23,0.27
-15.21,0.27
-15.19,0.27
-15.19,0.27
-15.19,0.27
-15.18,0.21
-15.13,0.24
-15.11,0.30
-15.07,0.28
-15.02,0.27
-15.01,0.27
-15.01,0.27
-14.98,0.27
-14.98,0.27
-14.92,0.27
-14.92,0.27
-14.92,0.27
-14.92,0.27
-14.89,0.27
-14.84,0.27
-14.83,0.27
-14.87,0.22
-14.82,0.26
-14.76,0.27
-14.81,0.27
-14.75,0.27
-14.74,0.21
-14.80,0.21
-14.82,0.27
-14.77,0.23
-14.71,0.24
-14.67,0.28
-14.67,0.28
-14.67,0.28
-14.70,0.27
-14.64,0.25
-14.69,0.28
-14.64,0.28
-14.60,0.28
-14.60,0.22
-14.54,0.22
-14.52,0.28
-14.47,0.27
-14.41,0.27
-14.41,0.27
-14.45,0.22
-14.42,0.28
-14.46,0.23
-14.40,0.23
-14.36,0.27
-14.36,0.27
-14.30,0.27
-14.26,0.23
-14.20,0.22
-14.14,0.22
-14.10,0.18
-14.13,0.23
-14.13,0.17
-14.15,0.23
-14.14,0.17
-14.16,0.11
-14.18,0.17
-14.18,0.23
-14.23,0.20
-14.27,0.25
-14.21,0.25
-14.16,0.26
-14.22,0.26
-14.16,0.24
-14.16,0.30
-14.12,0.25
-14.14,0.19
-14.19,0.16
-14.21,0.22
-14.17,0.26
-14.14,0.21
-14.16,0.27
-14.10,0.29
-14.16,0.28
-14.16,0.27
-14.13,0.27
-14.09,0.23
-14.06,0.29
-14.00,0.27
-14.04,0.27
-14.04,0.27
-14.08,0.27
-14.03,0.27
-13.99,0.32
-14.05,0.28
-14.05,0.27
-14.08,0.27
-14.03,0.27
-14.02,0.21
-13.97,0.25
-13.91,0.23
-13.91,0.29
-13.88,0.24
-13.92,0.28
-13.86,0.28
-13.83,0.27
-13.84,0.27
-13.85,0.21
-13.81,0.26
-13.85,0.29
-13.81,0.25
-13.87,0.24
-13.81,0.22
-13.82,0.28
-13.88,0.27
-13.88,0.21
-13.83,0.25
-13.78,0.22
-13.83,0.18
-13.78,0.22
-13.75,0.27
-13.80,0.27
-13.80,0.27
-13.78,0.22
-13.84,0.23
-13.87,0.18
-13.92,0.20
-13.98,0.21
-13.98,0.15
-14.04,0.15
-14.01,0.10
-14.07,0.10
-14.03,0.15
-13.98,0.14
-14.03,0.12
-14.04,0.18
-13.98,0.21
-14.03,0.24
-14.01,0.19
-13.98,0.24
-13.97,0.18
-13.92,0.22
-13.94,0.28
-13.88,0.26
-13.82,0.28
-13.82,0.28
-13.76,0.27
-13.76,0.21
-13.75,0.27
-13.73,0.27
-13.73,0.21
-13.77,0.17
-13.71,0.17
-13.73,0.23
-13.72,0.29
-13.71,0.28
-13.74,0.27
-13.72,0.27
-13.72,0.27
-13.67,0.27
-13.64,0.22
-13.68,0.17
-13.71,0.22
-13.75,0.27
-13.75,0.27
-13.79,0.27
-13.79,0.27
-13.81,0.27
-13.78,0.22
-13.78,0.28
-13.75,0.27
-13.80,0.27
-13.77,0.27
-13.82,0.25
-13.88,0.23
-13.86,0.29
-13.81,0.25
-13.75,0.28
-13.72,0.28
-13.68,0.23
-13.72,0.18
-13.66,0.20
