x,y
-12.67,-0.02
-12.65,-0.08
-12.61,-0.03
-12.55,-0.01
-12.50,0.02
-12.52,0.08
-12.48,0.12
-12.42,0.12
-12.36,0.14
-12.40,0.18
-12.34,0.17
-12.29,0.14
-12.23,0.17
-12.17,0.17
-12.12,0.19
-12.08,0.15
-12.03,0.12
-12.01,0.17
-11.95,0.17
-11.96,0.12
-11.92,0.16
-11.86,0.18
-11.80,0.18
-11.75,0.16
-11.69,0.14
-11.65,0.09
-11.61,0.14
-11.56,0.18
-11.53,0.23
-11.51,0.17
-11.45,0.16
-11.39,0.17
-11.33,0.18
-11.30,0.13
-11.36,0.14
-11.34,0.20
-11.29,0.22
-11.29,0.28
-11.25,0.24
-11.19,0.27
-11.18,0.21
-11.13,0.18
-11.09,0.13
-11.03,0.15
-10.98,0.19
-10.93,0.21
-10.88,0.18
-10.82,0.15
-10.81,0.09
-10.84,0.04
-10.78,0.03
-10.73,0.05
-10.70,0.10
-10.64,0.11
-10.66,0.16
-10.60,0.14
-10.54,0.13
-10.49,0.13
-10.44,0.10
-10.39,0.06
-10.37,0.12
-10.31,0.13
-10.25,0.15
-10.21,0.11
-10.15,0.13
-10.09,0.14
-10.05,0.18
-9.99,0.20
-9.93,0.20
-9.89,0.16
-9.86,0.11
-9.80,0.10
-9.76,0.14
-9.72,0.09
-9.75,0.04
-9.75,0.10
-9.70,0.13
-9.76,0.13
-9.71,0.16
-9.66,0.13
-9.60,0.12
-9.54,0.12
-9.49,0.15
-9.43,0.16
-9.49,0.14
-9.51,0.20
-9.46,0.17
-9.40,0.16
-9.36,0.11
-9.30,0.11
-9.25,0.08
-9.19,0.09
-9.14,0.11
-9.09,0.15
-9.05,0.11
-9.05,0.05
-9.07,0.11
-9.02,0.12
-8.97,0.08
-8.93,0.13
-8.98,0.16
-8.95,0.11
-8.89,0.09
-8.84,0.12
-8.87,0.06
-8.82,0.10
-8.79,0.15
-8.75,0.11
-8.69,0.13
-8.75,0.12
-8.71,0.16
-8.72,0.10
-8.69,0.05
-8.65,0.10
-8.60,0.06
-8.54,0.07
-8.49,0.04
-8.47,-0.02
-8.45,0.03
-8.40,0.00
-8.34,0.00
-8.29,0.03
-8.23,0.00
-8.20,-0.05
-8.14,-0.05
-8.17,0.00
-8.13,0.05
-8.14,-0.01
-8.09,-0.04
-8.03,-0.06
-7.98,-0.02
-7.93,-0.06
-7.96,0.00
-8.02,0.00
-7.97,0.03
-7.94,0.08
-7.89,0.06
-7.85,0.00
-7.80,0.02
-7.75,0.06
-7.69,0.06
-7.64,0.09
-7.65,0.15
-7.59,0.12
-7.57,0.06
-7.52,0.04
-7.46,0.02
-7.41,0.04
-7.36,0.00
-7.36,-0.06
-7.36,-0.12
-7.30,-0.14
-7.25,-0.12
-7.19,-0.14
-7.21,-0.19
-7.17,-0.24
-7.11,-0.24
-7.06,-0.27
-7.01,-0.30
-6.95,-0.31
-6.89,-0.32
-6.83,-0.30
-6.79,-0.25
-6.74,-0.28
-6.73,-0.22
-6.67,-0.23
-6.73,-0.25
-6.67,-0.25
-6.62,-0.29
-6.68,-0.30
-6.67,-0.36
-6.61,-0.37
-6.57,-0.33
-6.51,-0.31
-6.45,-0.29
-6.40,-0.26
-6.40,-0.32
-6.37,-0.37
-6.31,-0.38
-6.25,-0.37
-6.20,-0.34
-6.16,-0.30
-6.13,-0.25
-6.15,-0.30
-6.13,-0.24
-6.10,-0.29
-6.06,-0.34
-6.02,-0.38
-5.97,-0.33
-5.91,-0.34
-5.86,-0.37
-5.80,-0.36
-5.74,-0.36
-5.74,-0.42
-5.69,-0.38
-5.64,-0.41
-5.65,-0.35
-5.63,-0.41
-5.57,-0.42
-5.56,-0.36
-5.55,-0.42
-5.61,-0.41
-5.58,-0.47
-5.56,-0.41
-5.51,-0.43
-5.50,-0.37
-5.54,-0.41
-5.56,-0.36
-5.51,-0.39
-5.45,-0.38
-5.41,-0.34
-5.40,-0.28
-5.42,-0.34
-5.36,-0.36
-5.35,-0.30
-5.39,-0.25
-5.40,-0.31
-5.35,-0.35
-5.35,-0.41
-5.29,-0.40
-5.25,-0.36
-5.29,-0.31
-5.24,-0.27
-5.28,-0.23
-5.22,-0.21
-5.18,-0.17
-5.19,-0.23
-5.13,-0.23
-5.19,-0.23
-5.24,-0.19
-5.18,-0.20
-5.12,-0.18
-5.11,-0.24
-5.06,-0.27
-5.00,-0.28
-4.95,-0.25
-4.90,-0.22
-4.85,-0.19
-4.84,-0.25
-4.83,-0.19
-4.88,-0.15
-4.83,-0.13
-4.82,-0.07
-4.86,-0.02
-4.80,-0.05
-4.84,-0.10
-4.88,-0.05
-4.82,-0.03
-4.85,0.03
-4.91,0.03
-4.85,0.03
-4.80,0.07
-4.86,0.06
-4.91,0.03
-4.87,0.08
-4.82,0.10
-4.88,0.12
-4.82,0.12
-4.81,0.18
-4.86,0.21
-4.86,0.27
-4.80,0.29
-4.76,0.32
-4.70,0.32
-4.75,0.30
-4.81,0.31
-4.83,0.37
-4.89,0.38
-4.84,0.35
-4.89,0.32
-4.83,0.33
-4.87,0.37
-4.81,0.37
-4.78,0.42
-4.76,0.48
-4.82,0.51
-4.87,0.53
-4.83,0.49
-4.86,0.54
-4.83,0.59
-4.82,0.65
-4.84,0.71
-4.90,0.72
-4.84,0.74
-4.85,0.68
-4.80,0.70
-4.85,0.72
-4.79,0.72
-4.77,0.77
-4.79,0.83
-4.78,0.88
-4.83,0.89
-4.88,0.93
-4.84,0.89
-4.89,0.92
-4.89,0.86
-4.83,0.86
-4.79,0.91
-4.84,0.95
-4.88,1.00
-4.92,0.95
-4.86,0.93
-4.87,0.99
-4.83,1.03
-4.85,1.08
-4.82,1.13
-4.87,1.11
-4.82,1.07
-4.86,1.12
-4.80,1.11
-4.80,1.17
-4.84,1.22
-4.88,1.26
-4.83,1.23
-4.87,1.27
-4.82,1.25
-4.77,1.27
-4.77,1.33
-4.77,1.39
-4.83,1.38
-4.82,1.43
-4.88,1.44
-4.85,1.49
-4.90,1.53
-4.85,1.57
-4.79,1.56
-4.74,1.53
-4.80,1.53
-4.85,1.50
-4.81,1.54
-4.87,1.52
-4.89,1.46
-4.85,1.51
-4.80,1.53
-4.75,1.56
-4.80,1.60
-4.86,1.60
-4.91,1.63
-4.85,1.64
-4.91,1.66
-4.90,1.60
-4.89,1.66
-4.94,1.69
-5.00,1.71
-4.94,1.73
-5.00,1.71
-4.97,1.76
-4.91,1.76
-4.88,1.81
-4.88,1.87
-4.84,1.91
-4.90,1.93
-4.85,1.96
-4.88,2.01
-4.83,2.05
-4.89,2.03
-4.83,2.04
-4.87,2.08
-4.92,2.05
-4.97,2.09
-4.92,2.12
-4.86,2.13
-4.91,2.10
-4.86,2.06
-4.90,2.11
-4.84,2.12
-4.89,2.16
-4.83,2.18
-4.88,2.14
-4.82,2.14
-4.86,2.19
-4.87,2.13
-4.81,2.13
-4.87,2.13
-4.87,2.07
-4.83,2.03
-4.80,2.09
-4.78,2.14
-4.84,2.14
-4.88,2.10
-4.82,2.11
-4.83,2.17
-4.89,2.20
-4.86,2.15
-4.80,2.13
-4.85,2.16
-4.83,2.10
-4.87,2.06
-4.81,2.08
-4.82,2.14
-4.83,2.20
-4.88,2.16
-4.83,2.19
-4.87,2.16
-4.82,2.13
-4.84,2.19
-4.87,2.14
-4.81,2.13
-4.79,2.12
-4.83,2.17
-4.84,2.23
-4.85,2.29
-4.81,2.33
-4.80,2.27
-4.79,2.33
-4.79,2.27
-4.74,2.23
-4.78,2.28
-4.77,2.34
-4.72,2.37
-4.69,2.42
-4.65,2.46
-4.59,2.44
-4.54,2.48
-4.50,2.43
-4.46,2.39
-4.51,2.43
-4.52,2.49
-4.56,2.44
-4.59,2.49
-4.64,2.46
-4.63,2.40
-4.57,2.39
-4.59,2.44
-4.54,2.49
-4.48,2.50
-4.42,2.50
-4.38,2.46
-4.44,2.47
-4.39,2.45
-4.44,2.42
-4.49,2.38
-4.47,2.32
-4.53,2.32
-4.58,2.35
-4.52,2.36
-4.52,2.42
-4.57,2.40
-4.54,2.45
-4.48,2.46
-4.45,2.40
-4.41,2.44
-4.46,2.46
-4.46,2.52
-4.40,2.54
-4.35,2.51
-4.29,2.51
-4.27,2.57
-4.32,2.60
-4.29,2.64
-4.27,2.70
-4.27,2.76
-4.26,2.82
-4.29,2.77
-4.25,2.81
-4.22,2.86
-4.17,2.89
-4.18,2.83
-4.18,2.89
-4.16,2.83
-4.16,2.89
-4.11,2.92
-4.05,2.92
-4.01,2.88
-3.96,2.91
-3.90,2.93
-3.88,2.88
-3.82,2.89
-3.77,2.86
-3.79,2.81
-3.74,2.85
-3.69,2.88
-3.68,2.93
-3.64,2.89
-3.59,2.91
-3.53,2.89
-3.47,2.90
-3.53,2.91
-3.49,2.86
-3.44,2.89
-3.39,2.85
-3.38,2.79
-3.42,2.75
-3.44,2.80
-3.48,2.85
-3.53,2.82
-3.58,2.80
-3.64,2.80
-3.62,2.86
-3.56,2.84
-3.51,2.87
-3.47,2.91
-3.45,2.97
-3.41,3.01
-3.35,3.04
-3.29,3.04
-3.23,3.05
-3.17,3.04
-3.14,2.99
-3.11,3.05
-3.05,3.06
-3.02,3.11
-2.97,3.07
-2.91,3.05
-2.86,3.04
-2.81,3.00
-2.87,3.01
-2.82,3.04
-2.77,3.07
-2.71,3.04
-2.67,3.01
-2.63,2.96
-2.58,2.92
-2.53,2.90
-2.47,2.92
-2.43,2.96
-2.37,2.94
-2.37,3.00
-2.31,3.01
-2.25,3.00
-2.20,3.04
-2.14,3.06
-2.09,3.09
-2.04,3.12
-1.98,3.12
-1.92,3.13
-1.86,3.15
-1.80,3.15
-1.77,3.20
-1.71,3.19
-1.65,3.19
-1.63,3.13
-1.57,3.15
-1.53,3.19
-1.47,3.20
-1.41,3.20
-1.35,3.22
-1.29,3.21
-1.27,3.15
-1.21,3.17
-1.21,3.23
-1.17,3.19
-1.12,3.22
-1.06,3.24
-1.00,3.26
-0.95,3.29
-0.91,3.34
-0.86,3.32
-0.87,3.26
-0.81,3.24
-0.75,3.24
-0.71,3.28
-0.68,3.33
-0.62,3.30
-0.56,3.31
-0.53,3.37
-0.52,3.42
-0.46,3.42
-0.42,3.46
-0.37,3.49
-0.31,3.52
-0.25,3.51
-0.20,3.48
-0.14,3.46
-0.11,3.51
-0.15,3.48
-0.10,3.49
-0.15,3.52
-0.09,3.51
-0.04,3.54
0.01,3.57
0.07,3.57
0.11,3.52
0.12,3.58
0.17,3.62
0.15,3.68
0.12,3.73
0.17,3.70
0.23,3.71
0.18,3.74
0.13,3.77
0.18,3.81
0.12,3.80
0.18,3.81
0.13,3.77
0.19,3.79
0.13,3.81
0.19,3.81
0.20,3.87
0.14,3.85
0.16,3.91
0.15,3.85
0.18,3.90
0.12,3.92
0.13,3.96
0.18,3.99
0.12,3.97
0.16,3.92
0.14,3.87
0.18,3.91
0.19,3.97
0.20,4.03
0.18,4.09
0.19,4.15
0.18,4.21
0.15,4.26
0.13,4.32
0.15,4.26
0.09,4.27
0.13,4.32
0.19,4.31
0.24,4.35
0.19,4.37
0.13,4.39
0.19,4.40
0.20,4.46
0.15,4.51
0.11,4.55
0.15,4.50
0.20,4.48
0.20,4.54
0.20,4.60
0.14,4.61
0.19,4.63
0.14,4.67
0.19,4.71
0.13,4.71
0.19,4.71
0.22,4.76
0.20,4.82
0.21,4.88
0.23,4.93
0.28,4.91
0.32,4.96
0.38,4.95
0.32,4.92
0.33,4.98
0.30,5.04
0.27,5.09
0.32,5.13
0.28,5.17
0.30,5.23
0.34,5.27
0.38,5.31
0.44,5.31
0.47,5.36
0.41,5.34
0.47,5.33
0.42,5.35
0.43,5.41
0.41,5.47
0.43,5.53
0.41,5.58
0.39,5.64
0.35,5.60
0.37,5.65
0.37,5.71
0.35,5.77
0.31,5.81
0.31,5.87
0.27,5.92
0.29,5.98
0.33,6.03
0.28,6.06
0.30,6.11
0.33,6.07
0.30,6.12
0.30,6.18
0.28,6.23
0.34,6.22
0.37,6.17
0.38,6.23
0.33,6.19
0.29,6.14
0.29,6.20
0.30,6.26
0.25,6.29
0.30,6.33
0.24,6.35
0.20,6.39
0.14,6.42
0.20,6.44
0.20,6.50
0.20,6.56
0.17,6.51
0.11,6.50
0.16,6.53
0.16,6.59
0.12,6.64
0.18,6.66
0.22,6.70
0.23,6.76
0.21,6.82
0.18,6.77
0.12,6.79
0.13,6.85
0.17,6.89
0.16,6.95
0.16,7.01
0.12,6.97
0.17,6.93
0.12,6.97
0.18,6.98
0.18,7.04
0.17,7.10
0.11,7.09
0.15,7.13
0.12,7.18
0.18,7.19
0.13,7.22
0.16,7.27
