x,y
-19.76,-0.67
-19.71,-0.65
-19.71,-0.59
-19.69,-0.54
-19.65,-0.59
-19.65,-0.53
-19.67,-0.58
-19.72,-0.55
-19.68,-0.59
-19.70,-0.65
-19.64,-0.64
-19.66,-0.69
-19.65,-0.75
-19.66,-0.69
-19.72,-0.70
-19.77,-0.74
-19.82,-0.76
-19.88,-0.75
-19.93,-0.72
-19.98,-0.75
-20.00,-0.69
-19.97,-0.74
-19.97,-0.80
-19.93,-0.76
-19.98,-0.72
-19.92,-0.69
-19.89,-0.73
-19.87,-0.68
-19.85,-0.62
-19.80,-0.58
-19.84,-0.62
-19.90,-0.65
-19.85,-0.62
-19.87,-0.68
-19.85,-0.62
-19.88,-0.57
-19.83,-0.60
-19.88,-0.64
-19.83,-0.67
-19.77,-0.70
-19.71,-0.70
-19.73,-0.76
-19.79,-0.76
-19.74,-0.79
-19.69,-0.82
-19.66,-0.88
-19.65,-0.93
-19.63,-0.88
-19.60,-0.93
-19.66,-0.92
-19.64,-0.97
-19.66,-1.03
-19.72,-1.05
-19.76,-1.01
-19.78,-0.96
-19.76,-1.02
-19.79,-1.07
-19.82,-1.12
-19.78,-1.16
-19.78,-1.10
-19.83,-1.07
-19.89,-1.07
-19.94,-1.10
-19.95,-1.04
-20.01,-1.07
-20.05,-1.03
-20.05,-1.09
-20.01,-1.13
-20.00,-1.19
-20.00,-1.13
-20.05,-1.16
-20.06,-1.22
-20.10,-1.26
-20.12,-1.20
-20.07,-1.23
-20.01,-1.22
-19.96,-1.18
-19.90,-1.19
-19.95,-1.22
-19.91,-1.18
-19.85,-1.18
-19.86,-1.23
-19.84,-1.29
-19.85,-1.23
-19.87,-1.29
-19.91,-1.34
-19.85,-1.33
-19.87,-1.39
-19.84,-1.43
-19.87,-1.49
-19.88,-1.54
-19.83,-1.50
-19.89,-1.47
-19.83,-1.50
-19.77,-1.51
-19.82,-1.47
-19.82,-1.53
-19.88,-1.55
-19.93,-1.52
-19.88,-1.48
-19.87,-1.42
-19.85,-1.48
-19.85,-1.54
-19.89,-1.59
-19.86,-1.64
-19.85,-1.58
-19.88,-1.62
-19.82,-1.64
-19.77,-1.61
-19.78,-1.55
-19.79,-1.49
-19.83,-1.45
-19.88,-1.41
-19.91,-1.47
-19.93,-1.52
-19.98,-1.56
-20.03,-1.59
-20.00,-1.64
-19.94,-1.65
-19.96,-1.71
-19.98,-1.65
-20.00,-1.60
-20.06,-1.59
-20.10,-1.54
-20.15,-1.55
-20.20,-1.58
-20.26,-1.61
-20.25,-1.67
-20.26,-1.73
-20.24,-1.78
-20.28,-1.74
-20.27,-1.68
-20.30,-1.63
-20.26,-1.67
-20.32,-1.66
-20.30,-1.72
-20.35,-1.73
-20.33,-1.78
-20.28,-1.74
-20.28,-1.80
-20.22,-1.80
-20.28,-1.78
-20.22,-1.75
-20.18,-1.79
-20.24,-1.77
-20.26,-1.72
-20.20,-1.74
-20.18,-1.68
-20.20,-1.62
-20.24,-1.67
-20.27,-1.72
-20.28,-1.78
-20.34,-1.76
-20.33,-1.72
-20.33,-1.66
-20.33,-1.71
-20.33,-1.67
-20.32,-1.63
-20.32,-1.68
-20.32,-1.62
-20.29,-1.68
-20.26,-1.62
-20.20,-1.63
-20.22,-1.69
-20.21,-1.63
-20.27,-1.62
-20.21,-1.64
-20.27,-1.63
-20.32,-1.66
-20.31,-1.61
-20.32,-1.55
-20.32,-1.50
-20.32,-1.48
-20.30,-1.42
-20.28,-1.48
-20.33,-1.44
-20.33,-1.39
-20.33,-1.33
-20.32,-1.39
-20.31,-1.45
-20.33,-1.39
-20.31,-1.34
-20.27,-1.29
-20.27,-1.35
-20.33,-1.36
-20.33,-1.36
-20.33,-1.36
-20.31,-1.42
-20.37,-1.40
-20.32,-1.43
-20.27,-1.40
-20.31,-1.44
-20.37,-1.46
-20.33,-1.47
-20.33,-1.42
-20.33,-1.40
-20.33,-1.45
-20.32,-1.48
-20.32,-1.47
-20.32,-1.43
-20.32,-1.41
-20.32,-1.36
-20.32,-1.33
-20.32,-1.33
-20.31,-1.39
-20.36,-1.41
-20.33,-1.36
-20.27,-1.33
-20.31,-1.38
-20.36,-1.35
-20.33,-1.32
-20.33,-1.30
-20.27,-1.27
-20.31,-1.23
-20.25,-1.24
-20.24,-1.30
-20.22,-1.36
-20.16,-1.35
-20.19,-1.30
-20.24,-1.27
-20.21,-1.32
-20.23,-1.38
-20.27,-1.42
-20.32,-1.45
-20.30,-1.40
-20.36,-1.42
-20.33,-1.37
-20.32,-1.31
-20.37,-1.28
-20.33,-1.26
-20.33,-1.29
-20.29,-1.34
-20.33,-1.39
-20.27,-1.40
-20.32,-1.44
-20.31,-1.50
-20.29,-1.44
-20.35,-1.46
-20.30,-1.43
-20.34,-1.47
-20.33,-1.41
-20.30,-1.36
-20.24,-1.35
-20.30,-1.33
-20.35,-1.30
-20.30,-1.34
-20.31,-1.40
-20.26,-1.36
-20.21,-1.33
-20.15,-1.34
-20.21,-1.36
-20.25,-1.40
-20.29,-1.44
-20.35,-1.42
-20.33,-1.43
-20.33,-1.47
-20.33,-1.47
-20.31,-1.42
-20.30,-1.36
-20.31,-1.30
-20.35,-1.26
-20.31,-1.30
-20.37,-1.27
-20.33,-1.22
-20.33,-1.22
-20.32,-1.21
-20.29,-1.26
-20.30,-1.32
-20.30,-1.38
-20.35,-1.35
-20.33,-1.41
-20.33,-1.38
-20.32,-1.44
-20.26,-1.46
-20.20,-1.45
-20.19,-1.51
-20.24,-1.48
-20.30,-1.46
-20.30,-1.52
-20.35,-1.55
-20.33,-1.50
-20.33,-1.49
-20.33,-1.47
-20.27,-1.46
-20.30,-1.41
-20.25,-1.44
-20.31,-1.43
-20.31,-1.37
-20.34,-1.43
-20.32,-1.37
-20.32,-1.37
-20.32,-1.35
-20.30,-1.41
-20.33,-1.46
-20.28,-1.49
-20.24,-1.44
-20.18,-1.44
-20.18,-1.50
-20.24,-1.51
-20.30,-1.50
-20.36,-1.48
-20.30,-1.49
-20.28,-1.55
-20.22,-1.53
-20.28,-1.52
-20.26,-1.58
-20.22,-1.54
-20.18,-1.59
-20.23,-1.57
-20.25,-1.51
-20.19,-1.49
-20.22,-1.44
-20.27,-1.48
-20.30,-1.53
-20.24,-1.51
-20.18,-1.50
-20.20,-1.55
-20.15,-1.52
-20.18,-1.58
-20.12,-1.59
-20.10,-1.53
-20.12,-1.59
-20.12,-1.65
-20.17,-1.67
-20.22,-1.70
-20.28,-1.67
-20.22,-1.64
-20.28,-1.66
-20.34,-1.67
-20.28,-1.69
-20.22,-1.70
-20.23,-1.65
-20.17,-1.66
-20.12,-1.68
-20.07,-1.64
-20.11,-1.60
-20.13,-1.66
-20.17,-1.61
-20.15,-1.67
-20.12,-1.62
-20.07,-1.64
-20.12,-1.65
-20.07,-1.68
-20.01,-1.68
-20.04,-1.73
-20.03,-1.78
-20.04,-1.84
-20.09,-1.88
-20.07,-1.94
-20.01,-1.93
-20.06,-1.97
-20.12,-1.98
-20.09,-1.93
-20.10,-1.98
-20.13,-1.93
-20.19,-1.95
-20.18,-1.89
-20.15,-1.94
-20.09,-1.94
-20.15,-1.94
-20.09,-1.95
-20.04,-1.92
-19.98,-1.94
-19.92,-1.92
-19.97,-1.94
-19.97,-2.00
-20.02,-2.03
-19.97,-2.00
-19.98,-2.05
-20.03,-2.09
-19.97,-2.08
-19.96,-2.02
-19.94,-2.08
-19.88,-2.08
-19.85,-2.14
-19.80,-2.17
-19.74,-2.17
-19.79,-2.20
-19.73,-2.19
-19.69,-2.14
-19.64,-2.12
-19.65,-2.18
-19.66,-2.24
-19.60,-2.26
-19.57,-2.21
-19.55,-2.27
-19.60,-2.25
-19.59,-2.19
-19.64,-2.23
-19.69,-2.20
-19.69,-2.26
-19.74,-2.29
-19.79,-2.32
-19.74,-2.29
-19.78,-2.34
-19.82,-2.38
-19.86,-2.33
-19.85,-2.39
-19.88,-2.44
-19.85,-2.49
-19.86,-2.55
-19.86,-2.61
-19.90,-2.65
-19.89,-2.71
-19.83,-2.72
-19.77,-2.74
-19.72,-2.70
-19.67,-2.67
-19.63,-2.72
-19.69,-2.71
-19.68,-2.77
-19.74,-2.79
-19.75,-2.85
-19.70,-2.83
-19.71,-2.77
-19.76,-2.80
-19.74,-2.75
-19.69,-2.78
-19.63,-2.80
-19.58,-2.77
-19.62,-2.72
-19.62,-2.66
-19.61,-2.72
-19.66,-2.69
-19.60,-2.70
-19.61,-2.76
-19.63,-2.71
-19.60,-2.75
-19.61,-2.81
-19.66,-2.79
-19.72,-2.76
-19.66,-2.79
-19.61,-2.82
-19.56,-2.84
-19.60,-2.81
-19.58,-2.86
-19.54,-2.91
-19.58,-2.96
-19.53,-2.99
-19.55,-3.05
-19.51,-3.00
-19.56,-3.04
-19.54,-3.10
-19.51,-3.05
-19.46,-3.02
-19.43,-2.97
-19.48,-2.94
-19.50,-3.00
-19.46,-2.95
-19.41,-2.99
-19.47,-2.99
-19.49,-3.05
-19.49,-2.99
-19.46,-3.04
-19.45,-2.98
-19.47,-2.92
-19.46,-2.86
-19.46,-2.92
-19.42,-2.97
-19.48,-2.97
-19.43,-3.00
-19.41,-3.05
-19.40,-3.11
-19.43,-3.17
-19.37,-3.15
-19.39,-3.20
-19.36,-3.26
-19.30,-3.27
-19.26,-3.31
-19.32,-3.33
-19.28,-3.37
-19.32,-3.41
-19.34,-3.46
-19.28,-3.47
-19.26,-3.42
-19.20,-3.44
-19.23,-3.49
-19.27,-3.45
-19.32,-3.48
-19.37,-3.45
-19.40,-3.40
-19.40,-3.46
-19.39,-3.40
-19.35,-3.35
-19.36,-3.29
-19.40,-3.25
-19.41,-3.19
-19.47,-3.19
-19.47,-3.25
-19.43,-3.29
-19.39,-3.33
-19.45,-3.32
-19.51,-3.31
-19.56,-3.28
-19.60,-3.24
-19.58,-3.18
-19.63,-3.16
-19.59,-3.12
-19.59,-3.18
-19.60,-3.23
-19.57,-3.29
-19.60,-3.34
-19.63,-3.39
-19.58,-3.42
-19.53,-3.44
-19.58,-3.47
-19.52,-3.47
-19.58,-3.49
-19.60,-3.44
-19.58,-3.49
-19.61,-3.54
-19.64,-3.59
-19.66,-3.65
-19.71,-3.68
-19.65,-3.69
-19.61,-3.74
-19.56,-3.71
-19.55,-3.65
-19.49,-3.68
-19.49,-3.62
-19.43,-3.63
-19.37,-3.61
-19.33,-3.65
-19.36,-3.71
-19.38,-3.65
-19.34,-3.70
-19.37,-3.64
-19.39,-3.59
-19.33,-3.61
-19.37,-3.65
-19.31,-3.68
-19.26,-3.71
-19.32,-3.70
-19.32,-3.76
-19.31,-3.82
-19.28,-3.77
-19.22,-3.75
-19.25,-3.80
-19.24,-3.74
-19.18,-3.76
-19.12,-3.76
-19.07,-3.73
-19.05,-3.67
-19.02,-3.62
-19.00,-3.57
-19.00,-3.62
-19.06,-3.65
-19.06,-3.59
-19.08,-3.65
-19.07,-3.59
-19.03,-3.63
-19.01,-3.69
-19.04,-3.74
-19.01,-3.79
-19.04,-3.84
-19.03,-3.90
-18.99,-3.86
-18.94,-3.89
-19.00,-3.88
-19.05,-3.91
-19.06,-3.97
-19.03,-4.01
-19.05,-4.07
-19.00,-4.05
-19.04,-4.00
-18.98,-4.00
-18.92,-4.00
-18.98,-3.99
-18.92,-3.99
-18.86,-3.98
-18.85,-3.92
-18.80,-3.90
-18.83,-3.95
-18.77,-3.96
-18.80,-3.91
-18.83,-3.86
-18.84,-3.92
-18.80,-3.96
-18.76,-3.92
-18.79,-3.97
-18.78,-4.03
-18.78,-4.09
-18.72,-4.07
-18.72,-4.01
-18.66,-4.01
-18.69,-4.06
-18.63,-4.08
-18.67,-4.13
-18.63,-4.17
-18.69,-4.18
-18.69,-4.24
-18.67,-4.30
-18.61,-4.30
-18.66,-4.27
-18.69,-4.32
-18.75,-4.32
-18.81,-4.33
-18.76,-4.29
-18.71,-4.33
-18.66,-4.36
-18.62,-4.31
-18.62,-4.25
-18.68,-4.27
-18.69,-4.33
-18.71,-4.27
-18.73,-4.33
-18.77,-4.38
-18.79,-4.43
-18.77,-4.49
-18.71,-4.47
-18.70,-4.41
-18.65,-4.39
-18.71,-4.39
-18.66,-4.35
-18.60,-4.33
-18.57,-4.28
-18.57,-4.34
-18.62,-4.32
-18.68,-4.31
-18.71,-4.26
-18.72,-4.32
-18.73,-4.38
-18.78,-4.36
-18.72,-4.36
-18.67,-4.39
-18.63,-4.44
-18.66,-4.49
-18.61,-4.52
-18.67,-4.52
-18.67,-4.46
-18.66,-4.52
-18.60,-4.51
-18.56,-4.46
-18.58,-4.52
-18.64,-4.52
-18.68,-4.47
-18.71,-4.42
-18.77,-4.41
-18.79,-4.47
-18.83,-4.51
-18.83,-4.57
-18.77,-4.56
-18.83,-4.54
-18.80,-4.49
-18.76,-4.45
-18.73,-4.40
-18.69,-4.44
-18.67,-4.49
-18.67,-4.55
-18.62,-4.52
-18.64,-4.58
-18.59,-4.61
-18.65,-4.61
-18.69,-4.66
-18.74,-4.62
-18.68,-4.61
-18.62,-4.59
-18.67,-4.62
-18.62,-4.65
-18.56,-4.67
-18.58,-4.72
-18.53,-4.69
-18.47,-4.71
-18.42,-4.68
-18.38,-4.72
-18.33,-4.68
-18.39,-4.66
-18.35,-4.61
-18.35,-4.67
-18.36,-4.73
-18.42,-4.76
-18.44,-4.81
-18.49,-4.84
-18.55,-4.81
-18.52,-4.86
-18.58,-4.85
-18.61,-4.90
-18.66,-4.86
-18.72,-4.86
-18.71,-4.92
-18.75,-4.96
-18.78,-4.91
-18.83,-4.95
-18.85,-5.01
-18.91,-5.01
-18.85,-5.02
-18.81,-4.98
-18.79,-4.92
-18.78,-4.86
-18.72,-4.85
-18.68,-4.89
-18.63,-4.85
-18.57,-4.86
-18.55,-4.81
-18.49,-4.80
-18.49,-4.86
-18.55,-4.85
-18.52,-4.90
-18.47,-4.86
-18.48,-4.92
-18.54,-4.91
-18.55,-4.97
-18.59,-4.92
-18.63,-4.88
-18.69,-4.90
-18.63,-4.90
-18.61,-4.95
-18.56,-4.93
-18.60,-4.97
-18.63,-5.02
-18.58,-5.05
-18.57,-4.99
-18.51,-5.02
-18.56,-5.06
-18.52,-5.10
-18.46,-5.09
-18.49,-5.14
-18.54,-5.17
-18.48,-5.19
-18.54,-5.17
-18.56,-5.12
-18.53,-5.17
-18.48,-5.12
-18.47,-5.18
-18.49,-5.24
-18.44,-5.21
-18.40,-5.16
-18.42,-5.22
-18.37,-5.20
-18.36,-5.14
-18.35,-5.19
-18.29,-5.21
-18.25,-5.17
-18.28,-5.22
-18.30,-5.16
-18.34,-5.20
-18.32,-5.26
-18.38,-5.25
-18.35,-5.31
-18.30,-5.27
-18.25,-5.30
-18.30,-5.26
-18.34,-5.30
-18.35,-5.24
-18.29,-5.24
-18.33,-5.29
-18.28,-5.25
-18.34,-5.26
-18.33,-5.32
-18.27,-5.30
-18.24,-5.25
-18.30,-5.26
-18.30,-5.32
-18.27,-5.37
-18.32,-5.40
-18.26,-5.43
-18.21,-5.46
-18.21,-5.52
-18.24,-5.47
-18.18,-5.47
-18.13,-5.51
-18.07,-5.51
-18.03,-5.55
-18.07,-5.60
-18.09,-5.54
-18.11,-5.60
-18.15,-5.64
-18.14,-5.58
-18.08,-5.61
-18.13,-5.64
-18.08,-5.61
-18.11,-5.66
-18.09,-5.72
-18.10,-5.78
-18.07,-5.83
-18.11,-5.86
-18.16,-5.90
-18.10,-5.90
-18.16,-5.89
-18.10,-5.90
-18.11,-5.96
-18.09,-6.02
-18.05,-5.97
-18.10,-6.02
-18.10,-6.08
-18.09,-6.13
-18.03,-6.15
-18.05,-6.09
-18.00,-6.06
-18.04,-6.10
-18.09,-6.06
-18.03,-6.07
-18.07,-6.12
-18.12,-6.15
-18.06,-6.15
-18.05,-6.10
-18.08,-6.14
-18.14,-6.13
-18.11,-6.08
-18.17,-6.05
-18.17,-5.99
-18.11,-6.02
-18.15,-6.07
-18.18,-6.12
-18.17,-6.17
-18.22,-6.21
-18.27,-6.19
-18.27,-6.25
-18.30,-6.31
-18.36,-6.30
-18.32,-6.26
-18.30,-6.31
-18.33,-6.27
-18.31,-6.21
-18.26,-6.25
-18.26,-6.31
-18.32,-6.33
-18.26,-6.33
-18.22,-6.28
-18.28,-6.26
-18.34,-6.26
-18.28,-6.26
-18.26,-6.32
-18.31,-6.28
-18.32,-6.33
-18.37,-6.37
-18.40,-6.42
-18.38,-6.48
-18.41,-6.43
-18.44,-6.38
-18.38,-6.37
-18.32,-6.37
-18.38,-6.38
-18.39,-6.44
-18.41,-6.38
-18.35,-6.38
-18.31,-6.43
-18.35,-6.47
-18.29,-6.45
-18.26,-6.50
-18.32,-6.51
-18.34,-6.56
-18.40,-6.56
-18.45,-6.60
-18.45,-6.66
-18.49,-6.70
-18.46,-6.65
-18.49,-6.70
-18.44,-6.73
-18.47,-6.77
-18.48,-6.83
-18.54,-6.83
-18.60,-6.84
-18.57,-6.89
-18.51,-6.90
-18.57,-6.87
-18.61,-6.83
-18.55,-6.86
-18.60,-6.82
-18.63,-6.77
-18.61,-6.72
-18.67,-6.71
-18.69,-6.77
-18.75,-6.80
-18.71,-6.84
-18.76,-6.81
-18.78,-6.75
-18.81,-6.80
-18.75,-6.83
-18.81,-6.82
-18.75,-6.82
-18.72,-6.77
-18.71,-6.71
-18.73,-6.65
-18.74,-6.60
-18.75,-6.54
-18.78,-6.59
-18.76,-6.65
-18.73,-6.70
-18.68,-6.73
-18.73,-6.77
-18.76,-6.73
-18.79,-6.78
-18.79,-6.84
-18.75,-6.80
-18.71,-6.75
-18.65,-6.75
-18.67,-6.70
-18.68,-6.64
-18.68,-6.70
-18.63,-6.65
-18.63,-6.71
-18.65,-6.77
-18.68,-6.82
-18.68,-6.76
-18.74,-6.78
-18.69,-6.75
-18.72,-6.70
-18.76,-6.65
-18.72,-6.61
-18.75,-6.57
-18.78,-6.62
-18.75,-6.67
-18.80,-6.64
-18.85,-6.60
-18.79,-6.63
-18.75,-6.67
-18.80,-6.71
-18.76,-6.66
-18.71,-6.62
-18.77,-6.64
-18.82,-6.60
-18.85,-6.55
-18.89,-6.51
-18.95,-6.51
-19.01,-6.53
-18.96,-6.49
-18.92,-6.53
-18.87,-6.57
-18.82,-6.59
-18.82,-6.65
-18.88,-6.64
-18.87,-6.70
-18.86,-6.64
-18.81,-6.60
-18.75,-6.61
-18.69,-6.61
-18.74,-6.65
-18.72,-6.59
-18.71,-6.53
-18.66,-6.54
-18.68,-6.48
-18.71,-6.54
-18.68,-6.48
-18.68,-6.42
-18.74,-6.39
-18.79,-6.36
-18.76,-6.31
-18.75,-6.37
-18.72,-6.41
-18.77,-6.39
-18.72,-6.40
-18.66,-6.40
-18.65,-6.46
-18.61,-6.50
-18.56,-6.54
-18.53,-6.49
-18.48,-6.52
-18.42,-6.54
-18.37,-6.50
-18.43,-6.51
-18.42,-6.45
-18.47,-6.49
-18.50,-6.43
-18.53,-6.49
-18.54,-6.55
-18.50,-6.59
-18.45,-6.62
-18.42,-6.57
-18.48,-6.56
-18.52,-6.61
-18.58,-6.59
-18.64,-6.60
-18.58,-6.61
-18.61,-6.56
-18.60,-6.50
-18.58,-6.44
-18.61,-6.40
-18.65,-6.35
-18.70,-6.32
-18.74,-6.37
-18.69,-6.34
-18.73,-6.30
-18.72,-6.24
-18.77,-6.28
-18.74,-6.33
-18.77,-6.28
-18.76,-6.34
-18.75,-6.28
-18.79,-6.33
-18.83,-6.37
-18.80,-6.42
-18.83,-6.36
-18.87,-6.40
-18.86,-6.46
-18.83,-6.51
-18.80,-6.47
-18.79,-6.41
-18.82,-6.45
-18.77,-6.49
-18.81,-6.44
-18.87,-6.45
-18.86,-6.39
-18.80,-6.38
-18.80,-6.44
-18.74,-6.46
-18.73,-6.52
-18.74,-6.46
-18.75,-6.52
-18.75,-6.46
-18.79,-6.50
-18.79,-6.56
-18.79,-6.62
-18.83,-6.57
-18.89,-6.58
-18.84,-6.62
-18.80,-6.66
-18.85,-6.63
-18.79,-6.62
-18.84,-6.65
-18.88,-6.60
-18.91,-6.55
-18.87,-6.50
-18.91,-6.45
-18.85,-6.45
-18.85,-6.51
-18.80,-6.47
-18.75,-6.50
-18.81,-6.49
-18.78,-6.44
-18.75,-6.39
-18.69,-6.37
-18.63,-6.38
-18.68,-6.35
-18.64,-6.31
-18.59,-6.28
-18.63,-6.24
-18.63,-6.18
-18.59,-6.22
-18.63,-6.18
-18.61,-6.24
-18.66,-6.20
-18.66,-6.14
-18.63,-6.09
-18.68,-6.06
-18.66,-6.11
-18.64,-6.17
-18.70,-6.15
-18.68,-6.10
-18.68,-6.16
-18.63,-6.19
-18.62,-6.13
-18.56,-6.13
-18.50,-6.12
-18.44,-6.12
-18.38,-6.10
-18.44,-6.09
-18.38,-6.09
-18.32,-6.08
-18.36,-6.13
-18.34,-6.07
-18.31,-6.02
-18.28,-5.98
-18.24,-5.93
-18.23,-5.99
-18.27,-5.94
-18.23,-5.99
-18.17,-6.00
-18.14,-5.95
-18.09,-5.92
-18.11,-5.86
-18.17,-5.87
-18.22,-5.84
-18.17,-5.87
-18.21,-5.82
-18.15,-5.79
-18.13,-5.84
-18.07,-5.87
-18.02,-5.86
-17.96,-5.88
-18.02,-5.87
-17.98,-5.83
-17.94,-5.78
-17.94,-5.72
-17.91,-5.78
-17.90,-5.72
-17.90,-5.66
-17.92,-5.71
-17.88,-5.67
-17.88,-5.61
-17.82,-5.59
-17.82,-5.65
-17.84,-5.59
-17.90,-5.58
-17.95,-5.62
-17.99,-5.66
-17.95,-5.71
-17.91,-5.67
-17.91,-5.61
-17.86,-5.65
-17.80,-5.67
-17.74,-5.67
-17.71,-5.62
-17.77,-5.59
-17.71,-5.57
-17.77,-5.57
-17.71,-5.58
-17.77,-5.56
-17.71,-5.54
-17.74,-5.49
-17.77,-5.44
-17.73,-5.39
-17.67,-5.39
-17.62,-5.36
-17.61,-5.30
-17.61,-5.24
-17.66,-5.27
-17.60,-5.26
-17.56,-5.30
-17.55,-5.24
-17.61,-5.23
-17.64,-5.18
-17.67,-5.23
-17.70,-5.17
-17.71,-5.11
-17.75,-5.07
-17.72,-5.02
-17.77,-4.98
-17.72,-5.01
-17.69,-4.95
-17.67,-4.90
-17.63,-4.85
-17.68,-4.81
-17.62,-4.79
-17.68,-4.76
-17.68,-4.82
-17.72,-4.78
-17.68,-4.73
-17.68,-4.67
-17.66,-4.61
-17.61,-4.60
-17.55,-4.57
-17.50,-4.59
-17.56,-4.59
-17.50,-4.58
-17.46,-4.54
-17.52,-4.53
-17.57,-4.55
-17.60,-4.50
-17.65,-4.51
-17.70,-4.46
-17.75,-4.44
-17.76,-4.50
-17.71,-4.53
-17.71,-4.59
-17.69,-4.65
-17.73,-4.61
-17.67,-4.63
-17.73,-4.65
-17.67,-4.67
-17.64,-4.63
-17.68,-4.58
-17.66,-4.53
-17.71,-4.55
-17.77,-4.57
-17.73,-4.53
-17.71,-4.47
-17.68,-4.42
-17.62,-4.42
-17.60,-4.36
-17.54,-4.39
-17.58,-4.34
-17.52,-4.35
-17.57,-4.32
-17.53,-4.28
-17.53,-4.34
-17.59,-4.34
-17.56,-4.29
-17.51,-4.25
-17.51,-4.19
-17.56,-4.24
-17.62,-4.24
-17.58,-4.29
-17.57,-4.24
-17.51,-4.24
-17.57,-4.25
-17.62,-4.28
-17.56,-4.26
-17.52,-4.30
-17.54,-4.25
-17.50,-4.20
-17.47,-4.25
-17.51,-4.20
-17.52,-4.14
-17.46,-4.13
-17.43,-4.18
-17.37,-4.17
-17.41,-4.13
-17.36,-4.11
-17.30,-4.11
-17.34,-4.15
-17.39,-4.11
-17.33,-4.12
-17.30,-4.17
-17.33,-4.22
-17.28,-4.21
-17.23,-4.17
-17.28,-4.14
-17.30,-4.19
-17.34,-4.15
-17.28,-4.15
-17.23,-4.18
-17.26,-4.23
-17.28,-4.17
-17.22,-4.16
-17.21,-4.11
-17.25,-4.06
-17.19,-4.05
-17.16,-4.00
-17.11,-3.97
-17.15,-4.02
-17.13,-4.08
-17.07,-4.07
-17.03,-4.02
-17.03,-3.96
-17.08,-3.94
-17.03,-3.91
-17.01,-3.85
-16.96,-3.81
-16.96,-3.75
-16.95,-3.69
-16.95,-3.73
-16.95,-3.73
-16.95,-3.73
-16.95,-3.73
-16.95,-3.73
-16.95,-3.73
-16.89,-3.73
-16.89,-3.73
-16.91,-3.73
-16.89,-3.78
-16.84,-3.74
-16.79,-3.71
-16.79,-3.72
-16.79,-3.73
-16.79,-3.73
-16.83,-3.73
-16.81,-3.73
-16.83,-3.73
-16.79,-3.73
-16.79,-3.73
-16.79,-3.73
-16.77,-3.73
-16.77,-3.73
-16.77,-3.73
-16.72,-3.73
-16.71,-3.73
-16.71,-3.73
-16.71,-3.73
-16.70,-3.73
-16.64,-3.74
-16.59,-3.71
-16.55,-3.75
-16.59,-3.80
-16.54,-3.75
-16.51,-3.71
-16.51,-3.72
-16.51,-3.72
-16.50,-3.73
-16.50,-3.73
-16.50,-3.73
-16.50,-3.73
-16.49,-3.73
-16.49,-3.73
-16.49,-3.73
-16.55,-3.74
-16.55,-3.68
-16.55,-3.71
-16.53,-3.72
-16.48,-3.72
-16.47,-3.73
-16.52,-3.76
