x,y
-19.82,-0.22
-19.82,-0.28
-19.80,-0.22
-19.86,-0.23
-19.81,-0.26
-19.85,-0.22
-19.82,-0.16
-19.76,-0.15
-19.71,-0.17
-19.72,-0.22
-19.66,-0.24
-19.71,-0.22
-19.71,-0.16
-19.76,-0.12
-19.70,-0.14
-19.76,-0.16
-19.73,-0.11
-19.71,-0.05
-19.73,-0.11
-19.68,-0.14
-19.74,-0.15
-19.78,-0.19
-19.76,-0.24
-19.71,-0.22
-19.75,-0.26
-19.69,-0.27
-19.63,-0.27
-19.69,-0.25
-19.67,-0.31
-19.68,-0.25
-19.67,-0.31
-19.71,-0.34
-19.66,-0.32
-19.61,-0.35
-19.65,-0.31
-19.68,-0.26
-19.72,-0.21
-19.70,-0.16
-19.75,-0.19
-19.72,-0.24
-19.76,-0.20
-19.79,-0.25
-19.84,-0.29
-19.86,-0.23
-19.81,-0.19
-19.80,-0.25
-19.85,-0.29
-19.80,-0.25
-19.80,-0.19
-19.75,-0.16
-19.79,-0.12
-19.79,-0.18
-19.75,-0.22
-19.72,-0.28
-19.67,-0.30
-19.62,-0.33
-19.58,-0.28
-19.56,-0.22
-19.53,-0.28
-19.57,-0.23
-19.62,-0.20
-19.66,-0.24
-19.71,-0.22
-19.77,-0.24
-19.78,-0.30
-19.74,-0.26
-19.69,-0.30
-19.75,-0.31
-19.78,-0.26
-19.78,-0.20
-19.80,-0.14
-19.86,-0.12
-19.81,-0.16
-19.75,-0.16
-19.73,-0.22
-19.75,-0.28
-19.69,-0.26
-19.69,-0.20
-19.75,-0.21
-19.74,-0.15
-19.76,-0.21
-19.81,-0.17
-19.82,-0.23
-19.78,-0.18
-19.81,-0.23
-19.86,-0.28
-19.80,-0.30
-19.84,-0.34
-19.83,-0.28
-19.83,-0.34
-19.83,-0.40
-19.80,-0.45
-19.83,-0.40
-19.78,-0.36
-19.81,-0.31
-19.78,-0.36
-19.83,-0.33
-19.89,-0.31
-19.94,-0.34
-19.88,-0.35
-19.85,-0.30
-19.79,-0.29
-19.76,-0.34
-19.82,-0.35
-19.86,-0.39
-19.81,-0.43
-19.77,-0.39
-19.82,-0.43
-19.76,-0.41
-19.81,-0.39
-19.80,-0.44
-19.75,-0.41
-19.70,-0.37
-19.75,-0.41
-19.79,-0.45
-19.77,-0.40
-19.73,-0.35
-19.75,-0.41
-19.81,-0.38
-19.84,-0.33
-19.78,-0.34
-19.83,-0.37
-19.77,-0.37
-19.76,-0.43
-19.72,-0.38
-19.72,-0.44
-19.74,-0.38
-19.69,-0.42
-19.63,-0.44
-19.66,-0.49
-19.65,-0.43
-19.71,-0.43
-19.70,-0.37
-19.64,-0.35
-19.68,-0.40
-19.72,-0.37
-19.67,-0.40
-19.66,-0.46
-19.65,-0.40
-19.60,-0.43
-19.63,-0.38
-19.68,-0.35
-19.63,-0.32
-19.57,-0.31
-19.63,-0.32
-19.69,-0.32
-19.74,-0.29
-19.68,-0.29
-19.63,-0.31
-19.69,-0.33
-19.73,-0.37
-19.78,-0.35
-19.72,-0.34
-19.77,-0.38
-19.72,-0.41
-19.70,-0.47
-19.65,-0.50
-19.67,-0.45
-19.68,-0.39
-19.74,-0.37
-19.69,-0.34
-19.64,-0.35
-19.61,-0.40
-19.67,-0.40
-19.61,-0.39
-19.65,-0.43
-19.60,-0.41
-19.55,-0.45
-19.50,-0.48
-19.55,-0.45
-19.49,-0.43
-19.53,-0.38
-19.47,-0.36
-19.49,-0.42
-19.53,-0.46
-19.47,-0.47
-19.46,-0.53
-19.51,-0.50
-19.46,-0.48
-19.45,-0.54
-19.42,-0.59
-19.43,-0.65
-19.41,-0.59
-19.37,-0.54
-19.43,-0.54
-19.49,-0.53
-19.45,-0.49
-19.39,-0.47
-19.44,-0.44
-19.38,-0.43
-19.32,-0.44
-19.28,-0.40
-19.33,-0.36
-19.29,-0.31
-19.28,-0.37
-19.25,-0.32
-19.30,-0.30
-19.34,-0.34
-19.28,-0.34
-19.34,-0.37
-19.34,-0.31
-19.37,-0.37
-19.37,-0.31
-19.43,-0.31
-19.49,-0.33
-19.52,-0.38
-19.46,-0.40
-19.48,-0.45
-19.54,-0.44
-19.59,-0.47
-19.53,-0.47
-19.56,-0.42
-19.51,-0.39
-19.57,-0.37
-19.63,-0.39
-19.65,-0.44
-19.69,-0.49
-19.74,-0.51
-19.76,-0.45
-19.75,-0.51
-19.74,-0.45
-19.73,-0.51
-19.67,-0.52
-19.72,-0.55
-19.74,-0.61
-19.70,-0.57
-19.73,-0.52
-19.70,-0.47
-19.70,-0.41
-19.64,-0.39
-19.59,-0.37
-19.64,-0.33
-19.68,-0.38
-19.72,-0.41
-19.71,-0.47
-19.67,-0.52
-19.71,-0.47
-19.76,-0.43
-19.72,-0.48
-19.78,-0.48
-19.81,-0.52
-19.87,-0.55
-19.82,-0.58
-19.76,-0.60
-19.82,-0.59
-19.76,-0.59
-19.75,-0.53
-19.72,-0.59
-19.66,-0.58
-19.60,-0.60
-19.55,-0.58
-19.56,-0.52
-19.51,-0.50
-19.51,-0.44
-19.56,-0.48
-19.62,-0.48
-19.67,-0.45
-19.73,-0.43
-19.67,-0.42
-19.63,-0.38
-19.59,-0.43
-19.60,-0.49
-19.62,-0.43
-19.58,-0.38
-19.56,-0.44
-19.52,-0.40
-19.49,-0.45
-19.53,-0.49
-19.58,-0.53
-19.62,-0.57
-19.58,-0.53
-19.63,-0.56
-19.69,-0.55
-19.67,-0.50
-19.61,-0.48
-19.67,-0.48
-19.70,-0.54
-19.64,-0.55
-19.69,-0.51
-19.66,-0.56
-19.64,-0.62
-19.69,-0.66
-19.65,-0.61
-19.70,-0.65
-19.64,-0.66
-19.69,-0.68
-19.67,-0.74
-19.61,-0.74
-19.56,-0.71
-19.52,-0.67
-19.47,-0.70
-19.51,-0.73
-19.57,-0.71
-19.56,-0.65
-19.54,-0.71
-19.49,-0.67
-19.50,-0.73
-19.47,-0.69
-19.52,-0.71
-19.47,-0.67
-19.44,-0.62
-19.45,-0.57
-19.39,-0.57
-19.35,-0.60
-19.30,-0.57
-19.27,-0.62
-19.26,-0.68
-19.20,-0.68
-19.26,-0.66
-19.30,-0.70
-19.36,-0.70
-19.32,-0.66
-19.37,-0.62
-19.38,-0.68
-19.33,-0.65
-19.32,-0.71
-19.35,-0.66
-19.39,-0.70
-19.44,-0.73
-19.40,-0.77
-19.46,-0.78
-19.49,-0.83
-19.53,-0.87
-19.47,-0.88
-19.49,-0.82
-19.53,-0.78
-19.59,-0.80
-19.59,-0.74
-19.57,-0.68
-19.53,-0.63
-19.48,-0.59
-19.53,-0.56
-19.49,-0.52
-19.43,-0.54
-19.49,-0.56
-19.51,-0.50
-19.53,-0.45
-19.58,-0.49
-19.56,-0.54
-19.62,-0.52
-19.66,-0.56
-19.62,-0.61
-19.56,-0.60
-19.59,-0.55
-19.57,-0.61
-19.51,-0.59
-19.47,-0.63
-19.44,-0.68
-19.44,-0.74
-19.45,-0.80
-19.50,-0.83
-19.46,-0.79
-19.41,-0.82
-19.35,-0.80
-19.30,-0.78
-19.32,-0.84
-19.33,-0.78
-19.30,-0.72
-19.28,-0.78
-19.27,-0.83
-19.29,-0.78
-19.24,-0.81
-19.23,-0.75
-19.20,-0.70
-19.17,-0.65
-19.21,-0.60
-19.27,-0.60
-19.22,-0.63
-19.19,-0.58
-19.13,-0.56
-19.08,-0.59
-19.08,-0.53
-19.14,-0.51
-19.18,-0.55
-19.24,-0.56
-19.29,-0.60
-19.35,-0.57
-19.37,-0.52
-19.43,-0.51
-19.41,-0.46
-19.43,-0.40
-19.44,-0.34
-19.39,-0.30
-19.40,-0.36
-19.45,-0.33
-19.48,-0.27
-19.43,-0.23
-19.38,-0.21
-19.43,-0.18
-19.39,-0.22
-19.38,-0.28
-19.32,-0.27
-19.38,-0.28
-19.42,-0.33
-19.45,-0.37
-19.50,-0.41
-19.56,-0.41
-19.61,-0.44
-19.55,-0.46
-19.51,-0.50
-19.55,-0.55
-19.57,-0.60
-19.52,-0.63
-19.46,-0.65
-19.46,-0.59
-19.43,-0.64
-19.44,-0.58
-19.49,-0.60
-19.53,-0.55
-19.49,-0.50
-19.54,-0.47
-19.48,-0.45
-19.50,-0.50
-19.52,-0.56
-19.50,-0.62
-19.47,-0.56
-19.52,-0.53
-19.46,-0.56
-19.47,-0.61
-19.41,-0.62
-19.35,-0.62
-19.35,-0.68
-19.38,-0.73
-19.44,-0.73
-19.48,-0.77
-19.43,-0.80
-19.37,-0.80
-19.40,-0.75
-19.37,-0.70
-19.39,-0.75
-19.33,-0.75
-19.27,-0.76
-19.28,-0.70
-19.22,-0.69
-19.17,-0.65
-19.13,-0.69
-19.07,-0.67
-19.01,-0.67
-18.97,-0.62
-18.94,-0.57
-18.99,-0.54
-19.00,-0.48
-18.98,-0.42
-18.95,-0.37
-18.91,-0.33
-18.87,-0.28
-18.82,-0.26
-18.78,-0.21
-18.74,-0.17
-18.75,-0.11
-18.79,-0.16
-18.73,-0.17
-18.68,-0.20
-18.62,-0.20
-18.58,-0.16
-18.62,-0.20
-18.66,-0.14
-18.67,-0.09
-18.68,-0.03
-18.66,0.03
-18.64,-0.03
-18.60,-0.06
-18.66,-0.06
-18.63,-0.11
-18.59,-0.15
-18.53,-0.16
-18.55,-0.21
-18.61,-0.22
-18.59,-0.17
-18.64,-0.13
-18.67,-0.18
-18.61,-0.19
-18.67,-0.20
-18.62,-0.17
-18.66,-0.21
-18.62,-0.26
-18.57,-0.23
-18.63,-0.22
-18.63,-0.28
-18.65,-0.23
-18.70,-0.19
-18.68,-0.25
-18.71,-0.31
-18.74,-0.25
-18.68,-0.22
-18.65,-0.27
-18.66,-0.21
-18.68,-0.16
-18.73,-0.18
-18.71,-0.12
-18.67,-0.15
-18.61,-0.14
-18.56,-0.11
-18.60,-0.07
-18.65,-0.03
-18.61,-0.08
-18.64,-0.13
-18.65,-0.07
-18.70,-0.10
-18.71,-0.04
-18.68,0.02
-18.67,0.08
-18.61,0.08
-18.55,0.09
-18.57,0.03
-18.63,0.01
-18.69,0.03
-18.63,0.06
-18.66,0.11
-18.60,0.11
-18.66,0.11
-18.61,0.13
-18.64,0.08
-18.66,0.14
-18.72,0.16
-18.69,0.21
-18.74,0.22
-18.72,0.16
-18.66,0.15
-18.64,0.21
-18.63,0.15
-18.62,0.21
-18.68,0.20
-18.70,0.14
-18.75,0.10
-18.70,0.13
-18.76,0.14
-18.70,0.15
-18.67,0.10
-18.67,0.04
-18.72,0.00
-18.66,-0.02
-18.60,-0.04
-18.64,0.00
-18.70,-0.02
-18.64,-0.02
-18.61,-0.07
-18.56,-0.11
-18.53,-0.05
-18.52,-0.11
-18.57,-0.14
-18.54,-0.20
-18.50,-0.15
-18.44,-0.17
-18.50,-0.19
-18.54,-0.16
-18.49,-0.13
-18.55,-0.15
-18.57,-0.20
-18.53,-0.16
-18.50,-0.22
-18.44,-0.23
-18.44,-0.17
-18.48,-0.13
-18.53,-0.09
-18.51,-0.03
-18.57,-0.03
-18.62,0.01
-18.57,-0.02
-18.60,0.03
-18.54,0.04
-18.60,0.03
-18.65,0.06
-18.60,0.02
-18.61,0.08
-18.56,0.04
-18.53,0.09
-18.57,0.13
-18.60,0.08
-18.64,0.11
-18.64,0.17
-18.68,0.22
-18.66,0.16
-18.71,0.19
-18.65,0.19
-18.66,0.25
-18.71,0.23
-18.67,0.20
-18.73,0.19
-18.67,0.18
-18.63,0.23
-18.65,0.23
-18.64,0.17
-18.63,0.22
-18.62,0.16
-18.61,0.10
-18.59,0.05
-18.64,0.08
-18.69,0.10
-18.73,0.15
-18.69,0.10
-18.65,0.14
-18.61,0.19
-18.57,0.14
-18.53,0.10
-18.52,0.16
-18.48,0.20
-18.53,0.17
-18.56,0.12
-18.56,0.18
-18.51,0.22
-18.47,0.22
-18.44,0.17
-18.38,0.17
-18.37,0.11
-18.32,0.13
-18.38,0.12
-18.32,0.11
-18.34,0.06
-18.38,0.11
-18.32,0.08
-18.26,0.08
-18.21,0.09
-18.26,0.06
-18.26,0.12
-18.20,0.13
-18.18,0.19
-18.23,0.22
-18.26,0.27
-18.31,0.23
-18.34,0.23
-18.40,0.23
-18.45,0.23
-18.45,0.23
-18.41,0.19
-18.35,0.19
-18.40,0.22
-18.43,0.17
-18.45,0.23
-18.40,0.23
-18.37,0.18
-18.31,0.16
-18.27,0.12
-18.30,0.06
-18.35,0.09
-18.39,0.13
-18.43,0.18
-18.48,0.15
-18.46,0.21
-18.52,0.22
-18.50,0.17
-18.52,0.11
-18.48,0.15
-18.47,0.21
-18.52,0.17
-18.56,0.21
-18.60,0.25
-18.60,0.23
-18.58,0.18
-18.57,0.12
-18.57,0.18
-18.58,0.12
-18.64,0.11
-18.67,0.06
-18.62,0.08
-18.68,0.07
-18.70,0.02
-18.75,-0.01
-18.71,-0.06
-18.71,-0.12
-18.75,-0.07
-18.70,-0.10
-18.71,-0.04
-18.77,-0.03
-18.83,-0.06
-18.88,-0.05
-18.91,-0.10
-18.94,-0.15
-18.95,-0.10
-18.91,-0.14
-18.85,-0.14
-18.89,-0.09
-18.87,-0.03
-18.83,0.00
-18.78,0.04
-18.81,0.09
-18.83,0.03
-18.87,-0.01
-18.88,0.05
-18.94,0.04
-19.00,0.03
-18.95,0.07
-19.01,0.04
-19.06,0.03
-19.12,0.02
-19.11,0.08
-19.12,0.02
-19.10,-0.04
-19.16,-0.02
-19.11,-0.05
-19.11,-0.11
-19.05,-0.08
-19.10,-0.12
-19.16,-0.11
-19.21,-0.09
-19.27,-0.07
-19.31,-0.02
-19.29,0.03
-19.30,0.09
-19.36,0.12
-19.41,0.09
-19.35,0.09
-19.31,0.13
-19.27,0.18
-19.26,0.24
-19.20,0.23
-19.20,0.23
-19.25,0.19
-19.20,0.23
-19.14,0.21
-19.09,0.18
-19.14,0.14
-19.15,0.20
-19.17,0.14
-19.11,0.13
-19.16,0.16
-19.13,0.21
-19.12,0.15
-19.17,0.19
-19.11,0.18
-19.11,0.12
-19.17,0.11
-19.11,0.09
-19.10,0.03
-19.11,-0.03
-19.07,-0.07
-19.01,-0.09
-19.07,-0.07
-19.05,-0.01
-19.10,-0.03
-19.06,0.01
-19.00,0.00
-19.05,-0.02
-19.04,0.04
-18.99,0.07
-18.94,0.05
-18.95,0.11
-18.93,0.17
-18.98,0.19
-19.04,0.21
-19.08,0.26
-19.08,0.23
-19.12,0.23
-19.18,0.20
-19.20,0.26
-19.24,0.21
-19.21,0.15
-19.22,0.09
-19.18,0.04
-19.15,0.09
-19.14,0.15
-19.08,0.17
-19.04,0.21
-19.09,0.17
-19.12,0.12
-19.12,0.06
-19.14,0.12
-19.08,0.10
-19.05,0.05
-19.00,0.02
-18.95,-0.02
-19.01,-0.05
-19.00,0.01
-18.99,0.07
-18.98,0.13
-19.03,0.12
-18.98,0.08
-18.92,0.09
-18.86,0.09
-18.81,0.12
-18.77,0.08
-18.83,0.08
-18.87,0.13
-18.86,0.07
-18.92,0.09
-18.89,0.14
-18.92,0.09
-18.87,0.13
-18.92,0.09
-18.96,0.14
-19.00,0.18
-18.97,0.23
-18.97,0.23
-19.03,0.23
-19.05,0.23
-19.05,0.23
-19.10,0.23
-19.10,0.23
-19.16,0.22
-19.18,0.16
-19.14,0.20
-19.08,0.18
-19.03,0.22
-18.99,0.26
-19.05,0.23
-19.02,0.18
-19.02,0.12
-19.08,0.13
-19.02,0.15
-19.05,0.20
-19.02,0.15
-19.06,0.20
-19.03,0.14
-18.98,0.12
-19.03,0.15
-18.98,0.12
-18.92,0.14
-18.86,0.13
-18.82,0.09
-18.80,0.03
-18.79,0.09
-18.74,0.08
-18.68,0.08
-18.63,0.04
-18.59,0.00
-18.65,-0.03
-18.60,0.00
-18.65,-0.03
-18.71,-0.02
-18.68,-0.07
-18.62,-0.05
-18.56,-0.05
-18.60,-0.09
-18.59,-0.04
-18.62,0.01
-18.58,0.05
-18.57,-0.01
-18.61,-0.05
-18.67,-0.05
-18.64,0.00
-18.64,-0.06
-18.70,-0.06
-18.68,-0.12
-18.68,-0.06
-18.69,-0.12
-18.64,-0.09
-18.66,-0.14
-18.72,-0.16
-18.67,-0.20
-18.70,-0.15
-18.76,-0.14
-18.79,-0.19
-18.85,-0.19
-18.89,-0.15
-18.89,-0.09
-18.91,-0.04
-18.96,0.00
-19.01,-0.02
-18.96,0.01
-18.94,0.07
-18.89,0.09
-18.83,0.09
-18.87,0.14
-18.92,0.17
-18.89,0.22
-18.83,0.22
-18.78,0.25
-18.83,0.21
-18.77,0.19
-18.83,0.21
-18.79,0.26
-18.82,0.24
-18.77,0.21
-18.81,0.17
-18.77,0.21
-18.83,0.20
-18.78,0.17
-18.72,0.19
-18.74,0.24
-18.78,0.20
-18.80,0.26
-18.86,0.24
-18.86,0.23
-18.80,0.21
-18.74,0.23
-18.73,0.23
-18.77,0.23
-18.74,0.23
-18.68,0.22
-18.65,0.27
-18.70,0.23
-18.76,0.21
-18.81,0.18
-18.77,0.22
-18.73,0.22
-18.68,0.20
-18.62,0.17
-18.68,0.17
-18.64,0.13
-18.58,0.12
-18.53,0.15
-18.57,0.11
-18.51,0.10
-18.45,0.10
-18.39,0.08
-18.37,0.03
-18.42,0.06
-18.48,0.08
-18.49,0.14
-18.43,0.14
-18.37,0.13
-18.42,0.16
-18.38,0.21
-18.34,0.16
-18.39,0.13
-18.39,0.07
-18.41,0.12
-18.43,0.07
-18.46,0.02
-18.52,-0.01
-18.49,0.05
-18.49,-0.01
-18.46,0.04
-18.43,-0.01
-18.48,0.03
-18.47,-0.03
-18.52,0.01
-18.49,0.06
-18.44,0.08
-18.49,0.09
-18.46,0.04
-18.41,0.01
-18.43,-0.04
-18.39,0.00
-18.33,0.01
-18.39,0.03
-18.45,0.04
-18.44,0.10
-18.47,0.16
-18.42,0.19
-18.41,0.25
-18.44,0.23
-18.49,0.23
-18.51,0.18
-18.50,0.23
-18.51,0.18
-18.46,0.19
-18.52,0.19
-18.55,0.25
-18.60,0.21
-18.63,0.27
-18.59,0.24
-18.54,0.20
-18.51,0.15
-18.45,0.15
-18.39,0.17
-18.40,0.23
-18.40,0.23
-18.34,0.22
-18.34,0.22
-18.29,0.19
-18.23,0.19
-18.21,0.14
-18.27,0.15
-18.28,0.09
-18.23,0.06
-18.19,0.01
-18.22,0.06
-18.19,0.12
-18.15,0.16
-18.09,0.14
-18.09,0.08
-18.05,0.12
-18.08,0.17
-18.07,0.11
-18.02,0.15
-18.01,0.21
-17.98,0.16
-18.01,0.10
-17.97,0.06
-18.02,0.09
-17.98,0.13
-17.93,0.17
-17.96,0.11
-18.00,0.08
-18.03,0.02
-17.98,0.05
-17.98,-0.01
-17.94,0.04
-18.00,0.03
-17.95,0.00
-17.98,-0.05
-17.99,0.01
-17.97,0.06
-18.02,0.03
-18.08,0.01
-18.05,-0.05
-18.11,-0.03
-18.10,-0.09
-18.11,-0.15
-18.05,-0.13
-18.05,-0.07
-18.01,-0.10
-18.04,-0.06
-18.03,0.00
-18.09,0.00
-18.06,0.05
-18.04,0.00
-18.07,-0.05
-18.01,-0.06
-18.04,-0.01
-18.03,-0.07
-18.08,-0.03
-18.06,-0.09
-18.05,-0.03
-18.03,0.03
-18.09,0.05
-18.08,-0.01
-18.14,-0.03
-18.14,0.03
-18.13,-0.03
-18.07,-0.02
-18.12,-0.06
-18.14,-0.12
-18.11,-0.17
-18.05,-0.20
-18.10,-0.23
-18.14,-0.28
-18.17,-0.33
-18.13,-0.37
-18.08,-0.35
-18.06,-0.40
-18.11,-0.41
-18.09,-0.47
-18.11,-0.41
-18.10,-0.36
-18.08,-0.30
-18.04,-0.25
-18.06,-0.31
-18.05,-0.25
-18.08,-0.20
-18.13,-0.16
-18.16,-0.11
-18.21,-0.15
-18.27,-0.16
-18.29,-0.11
-18.30,-0.05
-18.33,-0.10
-18.34,-0.05
-18.40,-0.07
-18.38,-0.01
-18.38,0.05
-18.43,0.00
-18.48,-0.02
-18.54,-0.04
-18.51,-0.10
-18.56,-0.13
-18.62,-0.12
-18.68,-0.14
-18.62,-0.14
-18.64,-0.09
-18.58,-0.09
-18.61,-0.14
-18.56,-0.12
-18.51,-0.08
-18.55,-0.04
-18.49,-0.01
-18.50,0.05
-18.47,0.09
-18.48,0.15
-18.54,0.15
-18.58,0.19
-18.64,0.21
-18.65,0.15
-18.71,0.17
-18.66,0.18
-18.71,0.17
-18.74,0.22
-18.78,0.18
-18.82,0.13
-18.79,0.18
-18.85,0.16
-18.90,0.17
-18.87,0.12
-18.93,0.13
-18.92,0.19
-18.98,0.20
-18.92,0.22
-18.96,0.17
-18.99,0.22
-18.95,0.17
-19.00,0.14
-18.98,0.19
-18.96,0.14
-18.90,0.14
-18.94,0.09
-19.00,0.11
-19.02,0.05
-18.97,0.01
-18.93,0.05
-18.94,-0.01
-18.95,-0.07
-19.01,-0.05
-19.06,-0.02
-19.01,0.01
-18.95,-0.01
-18.95,0.05
-18.92,0.10
-18.88,0.14
-18.83,0.10
-18.82,0.04
-18.84,0.10
-18.79,0.12
-18.84,0.08
-18.90,0.07
-18.91,0.13
-18.85,0.13
-18.89,0.08
-18.89,0.14
-18.95,0.17
-19.00,0.13
-19.05,0.11
-19.09,0.06
-19.04,0.03
-19.09,0.01
-19.06,-0.04
-19.05,-0.09
-19.05,-0.15
-19.09,-0.20
-19.14,-0.23
-19.20,-0.21
-19.18,-0.27
-19.12,-0.27
-19.07,-0.28
-19.07,-0.22
-19.02,-0.19
-19.05,-0.13
-19.02,-0.19
-19.01,-0.24
-19.04,-0.19
-19.07,-0.14
-19.06,-0.20
-19.11,-0.22
-19.10,-0.16
-19.16,-0.16
-19.22,-0.15
-19.17,-0.18
-19.16,-0.24
